,year,position,name,team,detail_position,game,gama_starter,inning_defence,error,pko,po,assist,double_play,fpct,pb,sb,cs,cs_pct
838,2024,외야수,홍창기,LG,중견수,12,9,61,0,0,14,0,0,1.000,0,0,0,-
839,2024,외야수,김건형,KT,우익수,12,9,66,0,0,22,0,0,1.000,0,0,0,-
840,2024,외야수,오태곤,SSG,좌익수,12,4,44 2/3,0,0,6,1,0,1.000,0,0,0,-
841,2024,외야수,정현승,SSG,우익수,12,3,40,0,0,5,0,0,1.000,0,0,0,-
842,2024,외야수,임병욱,키움,우익수,12,8,74,0,0,16,0,0,1.000,0,0,0,-
843,2024,외야수,예진원,KIA,중견수,11,1,23,0,0,6,0,0,1.000,0,0,0,-
844,2024,외야수,장두성,롯데,좌익수,11,1,25,0,0,6,0,0,1.000,0,0,0,-
845,2024,외야수,김성윤,삼성,우익수,11,7,63 1/3,0,0,14,1,0,1.000,0,0,0,-
846,2024,외야수,김재혁,삼성,중견수,11,1,27,0,0,6,0,0,1.000,0,0,0,-
847,2024,외야수,김재혁,삼성,우익수,11,2,23,1,0,5,0,0,0.833,0,0,0,-
848,2024,외야수,유로결,한화,우익수,11,1,33 1/3,0,0,7,0,0,1.000,0,0,0,-
849,2024,외야수,김병준,KT,우익수,10,1,20 2/3,0,0,7,0,0,1.000,0,0,0,-
850,2024,외야수,송민섭,KT,중견수,10,0,24,0,0,3,0,0,1.000,0,0,0,-
851,2024,외야수,오태곤,SSG,우익수,10,5,50,2,0,16,1,1,0.895,0,0,0,-
852,2024,외야수,김태근,두산,우익수,10,0,19 2/3,0,0,5,0,0,1.000,0,0,0,-
853,2024,외야수,이성규,삼성,좌익수,10,5,50,0,0,12,0,0,1.000,0,0,0,-
854,2024,외야수,정은원,한화,좌익수,10,9,70,0,0,20,0,0,1.000,0,0,0,-
855,2024,외야수,원성준,키움,중견수,10,9,65,1,0,19,0,0,0.950,0,0,0,-
856,2024,외야수,홍현빈,KT,좌익수,9,0,17 2/3,0,0,5,0,0,1.000,0,0,0,-
857,2024,외야수,박영빈,NC,좌익수,9,0,16,0,0,1,0,0,1.000,0,0,0,-
858,2024,외야수,손아섭,NC,좌익수,9,9,65,0,0,13,0,0,1.000,0,0,0,-
859,2024,외야수,한석현,NC,좌익수,9,1,21 2/3,0,0,6,2,0,1.000,0,0,0,-
860,2024,외야수,김현준,삼성,좌익수,9,6,50 1/3,0,0,10,0,0,1.000,0,0,0,-
861,2024,외야수,최인호,한화,좌익수,62,46,401 2/3,2,0,96,3,0,0.980,0,0,0,-
862,2024,외야수,김호령,KIA,중견수,61,9,177,2,0,62,0,0,0.969,0,0,0,-
863,2024,외야수,윤동희,롯데,우익수,61,52,455,0,0,106,2,1,1.000,0,0,0,-
864,2024,외야수,이주형,키움,우익수,58,50,431 1/3,2,0,108,3,0,0.982,0,0,0,-
865,2024,외야수,황성빈,롯데,좌익수,57,27,291 2/3,2,0,58,2,0,0.968,0,0,0,-
866,2024,외야수,이창진,KIA,좌익수,56,33,309 1/3,0,0,85,0,0,1.000,0,0,0,-
867,2024,외야수,박수종,키움,중견수,56,23,253 1/3,4,0,84,0,0,0.955,0,0,0,-
868,2024,외야수,페라자,한화,좌익수,54,42,349 1/3,2,0,75,3,0,0.975,0,0,0,-
869,2024,외야수,소크라테스,KIA,중견수,53,47,366 2/3,2,0,93,2,0,0.979,0,0,0,-
870,2024,외야수,이성규,삼성,우익수,51,33,294 1/3,3,0,78,2,0,0.964,0,0,0,-
871,2024,외야수,조용호,KT,우익수,49,32,295,1,0,58,0,0,0.983,0,0,0,-
872,2024,외야수,윤정빈,삼성,우익수,49,30,285 1/3,0,0,66,1,0,1.000,0,0,0,-
873,2024,외야수,천재환,NC,우익수,48,26,248,2,0,41,1,1,0.955,0,0,0,-
874,2024,외야수,김헌곤,삼성,우익수,48,38,300 1/3,1,0,86,0,0,0.989,0,0,0,-
875,2024,외야수,이주형,키움,중견수,48,40,341,1,0,102,1,0,0.990,0,0,0,-
876,2024,외야수,하재훈,SSG,우익수,47,33,301 1/3,5,0,49,2,0,0.911,0,0,0,-
877,2024,외야수,박정우,KIA,중견수,47,5,115 1/3,2,0,29,2,1,0.939,0,0,0,-
878,2024,외야수,레이예스,롯데,좌익수,47,43,346,0,0,79,2,2,1.000,0,0,0,-
879,2024,외야수,전준우,롯데,좌익수,47,47,381 1/3,1,0,87,2,1,0.989,0,0,0,-
880,2024,외야수,김재환,두산,좌익수,45,43,335 1/3,0,0,71,0,0,1.000,0,0,0,-
881,2024,외야수,조수행,두산,우익수,43,30,274 1/3,0,0,71,1,0,1.000,0,0,0,-
882,2024,외야수,김현준,삼성,우익수,40,24,218 1/3,1,0,62,1,0,0.984,0,0,0,-
883,2024,외야수,이원석,한화,중견수,40,22,219,0,0,62,0,0,1.000,0,0,0,-
884,2024,외야수,페라자,한화,우익수,39,39,310,7,0,72,3,1,0.915,0,0,0,-
885,2024,외야수,이창진,KIA,우익수,38,22,175,1,0,31,0,0,0.969,0,0,0,-
886,2024,외야수,최정원,NC,중견수,37,20,184 1/3,2,0,74,0,0,0.974,0,0,0,-
887,2024,외야수,변상권,키움,좌익수,37,32,278,1,0,76,0,0,0.987,0,0,0,-
888,2024,외야수,정준영,KT,우익수,34,18,168 1/3,2,0,44,0,0,0.957,0,0,0,-
889,2024,외야수,김현준,삼성,중견수,33,12,130 1/3,0,0,48,3,1,1.000,0,0,0,-
890,2024,외야수,천재환,NC,좌익수,32,17,168 2/3,0,0,31,1,1,1.000,0,0,0,-
891,2024,외야수,김강민,한화,중견수,31,15,153 1/3,0,0,40,0,0,1.000,0,0,0,-
892,2024,외야수,하재훈,SSG,좌익수,29,21,205,2,0,42,2,0,0.957,0,0,0,-
893,2024,외야수,김대한,두산,우익수,29,12,124,1,0,34,0,0,0.971,0,0,0,-
894,2024,외야수,이형종,키움,우익수,29,26,218 2/3,1,0,59,0,0,0.983,0,0,0,-
895,2024,외야수,박시원,NC,중견수,27,19,168 1/3,0,0,49,2,1,1.000,0,0,0,-
896,2024,외야수,이성규,삼성,중견수,27,18,145,1,0,38,0,0,0.974,0,0,0,-
897,2024,외야수,김인환,한화,좌익수,27,23,170 1/3,0,0,39,1,0,1.000,0,0,0,-
898,2024,외야수,이진영,한화,중견수,27,15,131,0,0,46,0,0,1.000,0,0,0,-
899,2024,외야수,이용규,키움,중견수,26,20,171 1/3,0,0,49,0,0,1.000,0,0,0,-
900,2024,외야수,문성주,LG,우익수,25,17,137,1,0,31,1,0,0.970,0,0,0,-
901,2024,외야수,김대한,두산,좌익수,25,6,87,0,0,16,0,0,1.000,0,0,0,-
902,2024,외야수,이우성,KIA,우익수,25,22,162,2,0,34,0,0,0.944,0,0,0,-
903,2024,외야수,신윤후,롯데,우익수,25,6,84,0,0,22,4,1,1.000,0,0,0,-
904,2024,외야수,장두성,롯데,중견수,25,2,50 1/3,0,0,17,0,0,1.000,0,0,0,-
905,2024,외야수,도슨,키움,중견수,25,22,185 2/3,0,0,58,0,0,1.000,0,0,0,-
906,2024,외야수,안익훈,LG,좌익수,24,6,92,0,0,20,0,0,1.000,0,0,0,-
907,2024,외야수,송민섭,KT,우익수,24,0,42 1/3,1,0,7,0,0,0.875,0,0,0,-
908,2024,외야수,하재훈,SSG,중견수,24,19,160,0,0,37,1,0,1.000,0,0,0,-
909,2024,외야수,김성욱,NC,우익수,24,8,80,0,0,15,0,0,1.000,0,0,0,-
910,2024,외야수,박시원,NC,우익수,24,12,143 1/3,2,0,24,3,0,0.931,0,0,0,-
911,2024,외야수,김성윤,삼성,중견수,24,9,105 1/3,0,0,32,1,1,1.000,0,0,0,-
912,2024,외야수,채은성,한화,우익수,23,22,181,0,0,40,0,0,1.000,0,0,0,-
913,2024,외야수,한석현,NC,우익수,22,8,100 1/3,0,0,18,2,0,1.000,0,0,0,-
914,2024,외야수,조수행,두산,중견수,22,11,119 2/3,0,0,33,1,0,1.000,0,0,0,-
915,2024,외야수,김민석,롯데,좌익수,22,13,128 2/3,0,0,35,1,1,1.000,0,0,0,-
916,2024,외야수,최승민,LG,좌익수,21,0,37,0,0,13,1,0,1.000,0,0,0,-
917,2024,외야수,박한결,NC,좌익수,21,13,110 1/3,1,0,20,0,0,0.952,0,0,0,-
918,2024,외야수,박정우,KIA,좌익수,21,2,46 1/3,0,0,17,0,0,1.000,0,0,0,-
919,2024,외야수,이원석,한화,좌익수,21,4,77 2/3,1,0,11,0,0,0.917,0,0,0,-
920,2024,외야수,박수종,키움,좌익수,21,10,93 1/3,0,0,33,0,0,1.000,0,0,0,-
921,2024,외야수,이용규,키움,좌익수,21,18,159 2/3,0,0,44,0,0,1.000,0,0,0,-
922,2024,외야수,최상민,SSG,우익수,20,0,32 2/3,0,0,6,1,0,1.000,0,0,0,-
923,2024,외야수,손아섭,NC,우익수,20,17,130 2/3,0,0,37,0,0,1.000,0,0,0,-
924,2024,외야수,김동혁,롯데,중견수,20,0,44,2,0,18,0,0,0.900,0,0,0,-
925,2024,외야수,임병욱,키움,중견수,20,13,107,1,0,25,0,0,0.962,0,0,0,-
926,2024,외야수,장재영,키움,우익수,20,19,157 1/3,0,0,42,2,1,1.000,0,0,0,-
927,2024,외야수,최원영,LG,좌익수,19,1,46,1,0,7,0,0,0.875,0,0,0,-
928,2024,외야수,장두성,롯데,우익수,19,0,30 1/3,1,0,6,0,0,0.857,0,0,0,-
929,2024,외야수,장진혁,한화,좌익수,19,8,86,0,0,23,0,0,1.000,0,0,0,-
930,2024,외야수,김성욱,NC,좌익수,18,3,52 1/3,0,0,14,1,0,1.000,0,0,0,-
931,2024,외야수,제러드,두산,우익수,18,17,147,0,0,34,2,1,1.000,0,0,0,-
932,2024,외야수,최원영,LG,우익수,17,2,41,0,0,12,0,0,1.000,0,0,0,-
933,2024,외야수,천재환,NC,중견수,17,8,78,0,0,29,0,0,1.000,0,0,0,-
934,2024,외야수,이유찬,두산,좌익수,17,16,113 1/3,1,0,16,0,0,0.941,0,0,0,-
935,2024,외야수,박주홍,키움,좌익수,17,13,99,0,0,25,1,0,1.000,0,0,0,-
936,2024,외야수,장재영,키움,중견수,17,16,126 1/3,0,0,24,1,0,1.000,0,0,0,-
937,2024,외야수,김병준,KT,중견수,16,3,41,0,0,13,2,0,1.000,0,0,0,-
938,2024,외야수,김태근,두산,좌익수,16,4,53 2/3,0,0,15,0,0,1.000,0,0,0,-
939,2024,외야수,최형우,KIA,좌익수,16,15,117,2,0,14,0,0,0.875,0,0,0,-
940,2024,외야수,임종찬,한화,중견수,16,15,105,0,0,23,2,0,1.000,0,0,0,-
941,2024,외야수,주성원,키움,우익수,16,11,93,2,0,31,1,1,0.941,0,0,0,-
942,2024,외야수,홍현빈,KT,우익수,15,1,29,1,0,8,0,0,0.889,0,0,0,-
943,2024,외야수,제러드,두산,좌익수,15,14,118 1/3,0,0,23,0,0,1.000,0,0,0,-
944,2024,외야수,장진혁,한화,우익수,15,2,48 1/3,0,0,12,0,0,1.000,0,0,0,-
945,2024,외야수,최원영,LG,중견수,14,5,45,1,0,9,0,0,0.900,0,0,0,-
946,2024,외야수,김민혁,KT,중견수,14,13,105 1/3,1,0,28,0,0,0.966,0,0,0,-
947,2024,외야수,안치영,KT,중견수,14,12,91,0,0,22,0,0,1.000,0,0,0,-
948,2024,외야수,오태곤,SSG,중견수,14,7,56,0,0,9,0,0,1.000,0,0,0,-
949,2024,외야수,최상민,SSG,중견수,14,1,26,0,0,16,1,0,1.000,0,0,0,-
950,2024,외야수,이원석,한화,우익수,14,2,40,0,0,7,1,0,1.000,0,0,0,-
951,2024,외야수,안치영,KT,우익수,13,1,30,0,0,3,0,0,1.000,0,0,0,-
952,2024,외야수,안현민,KT,좌익수,13,6,52,0,0,13,1,0,1.000,0,0,0,-
953,2024,외야수,조용호,KT,좌익수,13,5,57 2/3,0,0,9,1,0,1.000,0,0,0,-
954,2024,외야수,고승민,롯데,좌익수,13,12,86,0,0,17,2,0,1.000,0,0,0,-
955,2024,외야수,이진영,한화,우익수,13,5,55,1,0,12,0,0,0.923,0,0,0,-
956,2024,외야수,임종찬,한화,우익수,13,1,33,0,0,6,0,0,1.000,0,0,0,-
957,2024,외야수,이용규,키움,우익수,13,10,94,1,0,25,0,0,0.962,0,0,0,-
958,2024,외야수,홍창기,LG,중견수,12,9,61,0,0,14,0,0,1.000,0,0,0,-
959,2024,외야수,김건형,KT,우익수,12,9,66,0,0,22,0,0,1.000,0,0,0,-
960,2024,외야수,오태곤,SSG,좌익수,12,4,44 2/3,0,0,6,1,0,1.000,0,0,0,-
961,2024,외야수,정현승,SSG,우익수,12,3,40,0,0,5,0,0,1.000,0,0,0,-
962,2024,외야수,임병욱,키움,우익수,12,8,74,0,0,16,0,0,1.000,0,0,0,-
963,2024,외야수,예진원,KIA,중견수,11,1,23,0,0,6,0,0,1.000,0,0,0,-
964,2024,외야수,장두성,롯데,좌익수,11,1,25,0,0,6,0,0,1.000,0,0,0,-
965,2024,외야수,김성윤,삼성,우익수,11,7,63 1/3,0,0,14,1,0,1.000,0,0,0,-
966,2024,외야수,김재혁,삼성,중견수,11,1,27,0,0,6,0,0,1.000,0,0,0,-
967,2024,외야수,김재혁,삼성,우익수,11,2,23,1,0,5,0,0,0.833,0,0,0,-
968,2024,외야수,유로결,한화,우익수,11,1,33 1/3,0,0,7,0,0,1.000,0,0,0,-
969,2024,외야수,김병준,KT,우익수,10,1,20 2/3,0,0,7,0,0,1.000,0,0,0,-
970,2024,외야수,송민섭,KT,중견수,10,0,24,0,0,3,0,0,1.000,0,0,0,-
971,2024,외야수,오태곤,SSG,우익수,10,5,50,2,0,16,1,1,0.895,0,0,0,-
972,2024,외야수,김태근,두산,우익수,10,0,19 2/3,0,0,5,0,0,1.000,0,0,0,-
973,2024,외야수,이성규,삼성,좌익수,10,5,50,0,0,12,0,0,1.000,0,0,0,-
974,2024,외야수,정은원,한화,좌익수,10,9,70,0,0,20,0,0,1.000,0,0,0,-
975,2024,외야수,원성준,키움,중견수,10,9,65,1,0,19,0,0,0.950,0,0,0,-
976,2024,외야수,홍현빈,KT,좌익수,9,0,17 2/3,0,0,5,0,0,1.000,0,0,0,-
977,2024,외야수,박영빈,NC,좌익수,9,0,16,0,0,1,0,0,1.000,0,0,0,-
978,2024,외야수,손아섭,NC,좌익수,9,9,65,0,0,13,0,0,1.000,0,0,0,-
979,2024,외야수,한석현,NC,좌익수,9,1,21 2/3,0,0,6,2,0,1.000,0,0,0,-
980,2024,외야수,김현준,삼성,좌익수,9,6,50 1/3,0,0,10,0,0,1.000,0,0,0,-
981,2025,포수,김정호,NC,포수,8,3,32,0,0,32,2,0,1.000,0,5,1,16.7
982,2025,포수,주효상,KIA,포수,7,3,39,1,0,34,3,0,0.974,0,1,1,50.0
983,2025,포수,박민준,두산,포수,7,0,10 2/3,0,0,7,0,0,1.000,2,2,0,0.0
984,2025,포수,김도환,삼성,포수,6,5,31,0,0,23,1,0,1.000,0,4,1,20.0
985,2025,포수,이율예,SSG,포수,6,1,22,2,0,13,2,0,0.882,0,0,0,-
986,2025,포수,박건우,롯데,포수,6,0,11 1/3,0,0,10,1,0,1.000,1,0,0,-
987,2025,포수,김성우,LG,포수,5,0,9,0,0,8,0,0,1.000,0,0,0,-
988,2025,포수,강백호,KT,포수,5,4,32 2/3,1,0,22,2,1,0.960,0,2,2,50.0
989,2025,포수,장승현,두산,포수,4,1,11,0,0,10,1,0,1.000,0,1,0,0.0
990,2025,포수,박성재,두산,포수,3,0,4 1/3,0,0,4,1,0,1.000,0,0,1,100
991,2025,포수,김민석,KT,포수,2,0,2,0,0,1,0,0,1.000,0,1,0,0.0
992,2025,포수,박진우,삼성,포수,1,0,1,0,0,0,0,0,-,0,0,0,-
993,2025,포수,강승구,롯데,포수,1,0,2,0,0,2,0,0,1.000,0,0,0,-
994,2025,포수,장규현,한화,포수,1,0,2 2/3,0,0,3,0,0,1.000,0,0,0,-
995,2025,포수,권희동,NC,포수,1,0,1,0,0,1,0,0,1.000,0,0,0,-
996,2025,내야수,황재균,KT,1루수,79,65,561 2/3,3,0,541,50,38,0.995,0,0,0,-
997,2025,내야수,오선우,KIA,1루수,77,59,505 1/3,10,0,482,33,43,0.981,0,0,0,-
998,2025,내야수,손호영,롯데,3루수,74,71,614 2/3,16,0,55,117,14,0.915,0,0,0,-
999,2025,내야수,김선빈,KIA,2루수,72,68,503 2/3,9,0,96,126,33,0.961,0,0,0,-
1000,2025,내야수,한태양,롯데,2루수,71,56,500 1/3,6,0,127,143,30,0.978,0,0,0,-
1001,2025,내야수,양석환,두산,1루수,69,68,579 2/3,4,0,525,45,44,0.993,0,0,0,-
1002,2025,내야수,오명진,두산,2루수,69,55,488,7,0,127,161,38,0.976,0,0,0,-
1003,2025,내야수,구본혁,LG,3루수,68,33,328 2/3,2,0,21,72,9,0.979,0,0,0,-
1004,2025,내야수,이유찬,두산,유격수,67,60,541,8,0,90,161,35,0.969,0,0,0,-
1005,2025,내야수,이도윤,한화,2루수,64,45,380 2/3,2,0,73,120,21,0.990,0,0,0,-
1006,2025,내야수,김태진,키움,2루수,64,48,430 2/3,3,0,93,138,29,0.987,0,0,0,-
1007,2025,내야수,양도근,삼성,2루수,63,26,285,2,0,80,86,22,0.988,0,0,0,-
1008,2025,내야수,이호준,롯데,유격수,63,32,340 1/3,9,0,47,105,18,0.944,0,0,0,-
1009,2025,내야수,장준원,KT,유격수,62,47,355,3,0,72,114,26,0.984,0,0,0,-
1010,2025,내야수,문상철,KT,1루수,61,45,382,0,0,351,30,31,1.000,0,0,0,-
1011,2025,내야수,하주석,한화,유격수,61,48,407 2/3,1,0,59,103,21,0.994,0,0,0,-
1012,2025,내야수,강승호,두산,1루수,60,33,331,3,0,293,25,30,0.991,0,0,0,-
1013,2025,내야수,고승민,롯데,2루수,60,58,449 1/3,4,0,93,165,34,0.985,0,0,0,-
1014,2025,내야수,위즈덤,KIA,3루수,58,54,406,9,0,33,79,5,0.926,0,0,0,-
1015,2025,내야수,오태곤,SSG,1루수,58,10,178 1/3,0,0,154,10,23,1.000,0,0,0,-
1016,2025,내야수,김민성,롯데,3루수,58,43,358 1/3,5,0,17,75,5,0.948,0,0,0,-
1017,2025,내야수,구본혁,LG,유격수,57,36,315,3,0,57,97,22,0.981,0,0,0,-
1018,2025,내야수,김태연,한화,1루수,56,26,294,3,0,249,27,21,0.989,0,0,0,-
1019,2025,내야수,서호철,NC,1루수,55,27,272,1,0,241,7,26,0.996,0,0,0,-
1020,2025,내야수,박준순,두산,3루수,54,50,445 1/3,19,0,30,95,12,0.868,0,0,0,-
1021,2025,내야수,오선진,키움,유격수,51,20,228,3,0,40,48,11,0.967,0,0,0,-
1022,2025,내야수,오윤석,KT,2루수,48,21,215 1/3,1,0,48,76,12,0.992,0,0,0,-
1023,2025,내야수,박민,KIA,3루수,45,13,173 1/3,1,0,14,39,4,0.981,0,0,0,-
1024,2025,내야수,최정,SSG,3루수,45,45,371,4,0,25,50,3,0.949,0,0,0,-
1025,2025,내야수,고승민,롯데,1루수,45,33,299,1,0,268,18,24,0.997,0,0,0,-
1026,2025,내야수,황재균,KT,1루수,79,65,561 2/3,3,0,541,50,38,0.995,0,0,0,-
1027,2025,내야수,오선우,KIA,1루수,77,59,505 1/3,10,0,482,33,43,0.981,0,0,0,-
1028,2025,내야수,손호영,롯데,3루수,74,71,614 2/3,16,0,55,117,14,0.915,0,0,0,-
1029,2025,내야수,김선빈,KIA,2루수,72,68,503 2/3,9,0,96,126,33,0.961,0,0,0,-
1030,2025,내야수,한태양,롯데,2루수,71,56,500 1/3,6,0,127,143,30,0.978,0,0,0,-
1031,2025,내야수,양석환,두산,1루수,69,68,579 2/3,4,0,525,45,44,0.993,0,0,0,-
1032,2025,내야수,오명진,두산,2루수,69,55,488,7,0,127,161,38,0.976,0,0,0,-
1033,2025,내야수,구본혁,LG,3루수,68,33,328 2/3,2,0,21,72,9,0.979,0,0,0,-
1034,2025,내야수,이유찬,두산,유격수,67,60,541,8,0,90,161,35,0.969,0,0,0,-
1035,2025,내야수,이도윤,한화,2루수,64,45,380 2/3,2,0,73,120,21,0.990,0,0,0,-
1036,2025,내야수,김태진,키움,2루수,64,48,430 2/3,3,0,93,138,29,0.987,0,0,0,-
1037,2025,내야수,양도근,삼성,2루수,63,26,285,2,0,80,86,22,0.988,0,0,0,-
1038,2025,내야수,이호준,롯데,유격수,63,32,340 1/3,9,0,47,105,18,0.944,0,0,0,-
1039,2025,내야수,장준원,KT,유격수,62,47,355,3,0,72,114,26,0.984,0,0,0,-
1040,2025,내야수,문상철,KT,1루수,61,45,382,0,0,351,30,31,1.000,0,0,0,-
1041,2025,내야수,하주석,한화,유격수,61,48,407 2/3,1,0,59,103,21,0.994,0,0,0,-
1042,2025,내야수,강승호,두산,1루수,60,33,331,3,0,293,25,30,0.991,0,0,0,-
1043,2025,내야수,고승민,롯데,2루수,60,58,449 1/3,4,0,93,165,34,0.985,0,0,0,-
1044,2025,내야수,위즈덤,KIA,3루수,58,54,406,9,0,33,79,5,0.926,0,0,0,-
1045,2025,내야수,오태곤,SSG,1루수,58,10,178 1/3,0,0,154,10,23,1.000,0,0,0,-
1046,2025,내야수,김민성,롯데,3루수,58,43,358 1/3,5,0,17,75,5,0.948,0,0,0,-
1047,2025,내야수,구본혁,LG,유격수,57,36,315,3,0,57,97,22,0.981,0,0,0,-
1048,2025,내야수,김태연,한화,1루수,56,26,294,3,0,249,27,21,0.989,0,0,0,-
1049,2025,내야수,서호철,NC,1루수,55,27,272,1,0,241,7,26,0.996,0,0,0,-
1050,2025,내야수,박준순,두산,3루수,54,50,445 1/3,19,0,30,95,12,0.868,0,0,0,-
1051,2025,내야수,오선진,키움,유격수,51,20,228,3,0,40,48,11,0.967,0,0,0,-
1052,2025,내야수,오윤석,KT,2루수,48,21,215 1/3,1,0,48,76,12,0.992,0,0,0,-
1053,2025,내야수,박민,KIA,3루수,45,13,173 1/3,1,0,14,39,4,0.981,0,0,0,-
1054,2025,내야수,최정,SSG,3루수,45,45,371,4,0,25,50,3,0.949,0,0,0,-
1055,2025,내야수,고승민,롯데,1루수,45,33,299,1,0,268,18,24,0.997,0,0,0,-
1056,2025,내야수,안상현,SSG,3루수,44,32,298 1/3,4,0,18,44,5,0.939,0,0,0,-
1057,2025,내야수,홍종표,NC,2루수,44,10,164 1/3,2,0,46,50,12,0.980,0,0,0,-
1058,2025,내야수,이도윤,한화,유격수,43,15,195 2/3,2,0,29,56,7,0.977,0,0,0,-
1059,2025,내야수,박준영,두산,유격수,38,34,287,8,0,54,75,20,0.942,0,0,0,-
1060,2025,내야수,황재균,KT,3루수,38,31,271 2/3,1,0,23,22,2,0.978,0,0,0,-
1061,2025,내야수,임지열,키움,1루수,38,32,285 2/3,2,0,276,20,17,0.993,0,0,0,-
1062,2025,내야수,문보경,LG,1루수,37,18,190 1/3,2,0,191,10,28,0.990,0,0,0,-
1063,2025,내야수,김성현,SSG,3루수,37,17,182,4,0,9,30,1,0.907,0,0,0,-
1064,2025,내야수,전병우,삼성,3루수,36,14,140 1/3,0,0,10,23,2,1.000,0,0,0,-
1065,2025,내야수,양도근,삼성,유격수,35,9,125 1/3,1,0,23,43,4,0.985,0,0,0,-
1066,2025,내야수,구본혁,LG,2루수,35,26,220 2/3,1,0,51,63,16,0.991,0,0,0,-
1067,2025,내야수,김민석,두산,1루수,35,24,206 1/3,4,0,214,10,20,0.982,0,0,0,-
1068,2025,내야수,변우혁,KIA,3루수,34,27,240 2/3,4,0,19,57,2,0.950,0,0,0,-
1069,2025,내야수,강승호,두산,2루수,34,29,253 1/3,1,0,71,75,17,0.993,0,0,0,-
1070,2025,내야수,오윤석,KT,1루수,34,22,190 1/3,0,0,171,15,16,1.000,0,0,0,-
1071,2025,내야수,김태진,키움,유격수,34,23,217,6,0,27,58,7,0.934,0,0,0,-
1072,2025,내야수,전태현,키움,2루수,34,24,213,3,0,44,68,15,0.974,0,0,0,-
1073,2025,내야수,이호준,롯데,2루수,33,1,64,0,0,11,21,7,1.000,0,0,0,-
1074,2025,내야수,임종성,두산,3루수,32,26,212,2,0,22,33,3,0.965,0,0,0,-
1075,2025,내야수,김찬형,SSG,3루수,32,20,175 1/3,3,0,18,39,6,0.950,0,0,0,-
1076,2025,내야수,안상현,SSG,유격수,32,17,170 1/3,3,0,37,42,15,0.963,0,0,0,-
1077,2025,내야수,정훈,롯데,1루수,32,16,167 2/3,2,0,168,15,11,0.989,0,0,0,-
1078,2025,내야수,김규성,KIA,3루수,31,6,109 2/3,2,0,10,17,2,0.931,0,0,0,-
1079,2025,내야수,서호철,NC,2루수,31,23,179,3,0,42,58,10,0.971,0,0,0,-
1080,2025,내야수,서호철,NC,3루수,31,18,166 1/3,4,0,14,30,4,0.917,0,0,0,-
1081,2025,내야수,강승호,두산,3루수,30,29,244,5,0,24,53,5,0.939,0,0,0,-
1082,2025,내야수,박계범,두산,2루수,30,22,191,2,0,45,59,11,0.981,0,0,0,-
1083,2025,내야수,박승욱,롯데,유격수,30,22,174,2,0,21,51,10,0.973,0,0,0,-
1084,2025,내야수,송지후,키움,2루수,30,25,212 1/3,2,0,53,74,8,0.984,0,0,0,-
1085,2025,내야수,박계범,두산,3루수,29,10,121 1/3,3,0,8,23,3,0.912,0,0,0,-
1086,2025,내야수,박준순,두산,2루수,29,22,182 2/3,4,0,44,55,13,0.961,0,0,0,-
1087,2025,내야수,박계범,두산,유격수,28,12,118 2/3,4,0,14,33,4,0.922,0,0,0,-
1088,2025,내야수,박찬형,롯데,3루수,28,21,195 1/3,3,0,15,33,4,0.941,0,0,0,-
1089,2025,내야수,하주석,한화,2루수,28,27,197,1,0,33,51,10,0.988,0,0,0,-
1090,2025,내야수,김한별,NC,유격수,28,5,82,2,0,17,29,5,0.958,0,0,0,-
1091,2025,내야수,천성호,LG,2루수,27,18,158 1/3,2,0,36,66,14,0.981,0,0,0,-
1092,2025,내야수,김한별,NC,2루수,27,7,85 1/3,0,0,10,26,5,1.000,0,0,0,-
1093,2025,내야수,김한별,NC,3루수,27,3,56 1/3,0,0,7,8,2,1.000,0,0,0,-
1094,2025,내야수,김규성,KIA,유격수,25,11,119 1/3,4,0,21,39,5,0.938,0,0,0,-
1095,2025,내야수,김도영,KIA,3루수,25,25,201,5,0,11,43,4,0.915,0,0,0,-
1096,2025,내야수,윤도현,KIA,2루수,25,21,175,6,0,31,48,10,0.929,0,0,0,-
1097,2025,내야수,김상수,KT,유격수,25,13,125 2/3,2,0,29,34,6,0.969,0,0,0,-
1098,2025,내야수,안상현,SSG,2루수,25,22,179 2/3,2,0,33,56,11,0.978,0,0,0,-
1099,2025,내야수,최정원,NC,2루수,25,7,89 1/3,0,0,22,28,5,1.000,0,0,0,-
1100,2025,내야수,송성문,키움,2루수,25,23,188,1,0,54,63,13,0.992,0,0,0,-
1101,2025,내야수,오선진,키움,3루수,24,9,102 2/3,0,0,7,22,3,1.000,0,0,0,-
1102,2025,내야수,도태훈,NC,1루수,23,5,89,0,0,77,8,9,1.000,0,0,0,-
1103,2025,내야수,오선진,키움,2루수,23,9,97 1/3,1,0,27,25,7,0.981,0,0,0,-
1104,2025,내야수,박민,KIA,2루수,22,14,112,2,0,22,47,10,0.972,0,0,0,-
1105,2025,내야수,심재훈,삼성,2루수,22,9,100 1/3,0,0,18,26,8,1.000,0,0,0,-
1106,2025,내야수,도태훈,NC,2루수,22,9,93 1/3,1,0,20,38,4,0.983,0,0,0,-
1107,2025,내야수,천성호,LG,1루수,21,10,99,1,0,89,9,9,0.990,0,0,0,-
1108,2025,내야수,오명진,두산,3루수,21,17,146,1,0,11,27,3,0.974,0,0,0,-
1109,2025,내야수,김휘집,NC,1루수,21,6,74 1/3,0,0,62,5,10,1.000,0,0,0,-
